Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,YOY Quarterly profit growth,YOY Quarterly sales growth,Price to Earning,Return over 1year,Debt to equity,CFO to PAT,PEG Ratio,Sales growth,Profit growth,Promoter holding,Return on invested capital,Return on capital employed,OPM,Free cash flow last year,Debt,EPS,DII holding,FII holding,Sales growth 3Years,Average return on capital employed 3Years,Pledged percentage,EVEBITDA,From 52w high,GPM latest quarter,Industry PE,Price to book value,Working Capital Days,Average Working Capital Days 3years,Interest Coverage Ratio,Change in FII holding 3Years,Change in DII holding 3Years,Sales preceding quarter,Sales latest quarter,Sales,Profit after tax latest quarter,Profit growth 3Years,Sales 2quarters back,Sales 3quarters back,OPM latest quarter,Net profit 2quarters back,Net profit 3quarters back,Profit after tax preceding quarter,Change in promoter holding 3Years,Debt 3Years back,Historical PE 5Years,OPM last year,OPM preceding year,OPM 5Year,OPM preceding quarter,Book value,EBIT,Enterprise Value,DMA 200,DMA 50
3B Blackbio,532067,3BBLACKBIO,INE994E01018,Healthcare Services,Healthcare Service Provider,1367.10,1173.35,-24.31,50.65,21.14,1.32,0.01,0.88,0.67,54.30,13.23,40.95,32.72,25.48,34.90,26.97,3.11,64.70,2.15,2.50,31.90,24.06,0.00,13.31,0.78,77.46,37.02,3.63,142.71,175.80,226.24,-0.56,2.15,35.43,33.49,153.17,9.53,31.41,50.35,33.90,25.44,22.44,15.04,9.56,2.52,2.03,19.34,40.01,51.94,45.29,23.96,377.95,74.66,1075.84,1325.60,1314.77
Aartech Solonics,542580,AARTECH,INE01C001026,Electrical Equipment,Heavy Electrical Equipment,51.65,164.09,63.54,67.97,30.73,-6.76,0.16,-0.19,0.69,28.61,102.27,52.75,13.86,17.81,16.13,-1.12,5.62,1.58,0.00,0.01,23.52,9.42,0.00,19.20,0.80,49.52,34.64,4.68,215.98,131.03,10.85,0.01,0.00,17.46,7.29,43.83,1.57,44.22,7.38,11.70,12.21,0.58,2.15,0.37,0.07,2.69,59.94,15.02,4.43,8.14,8.30,11.05,8.14,166.26,49.04,48.77
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,3698.00,43747.48,332.48,89.51,91.70,165.33,0.14,0.04,1.89,51.85,214.81,74.71,20.91,28.56,14.52,-119.56,256.34,40.56,13.61,6.35,22.71,25.07,0.00,60.68,0.90,30.80,34.72,23.17,73.90,40.80,27.64,,,1422.03,1402.42,4883.20,142.20,48.42,1139.11,919.64,14.52,95.98,69.98,169.13,,426.87,95.16,13.41,7.96,9.47,18.06,159.33,663.33,43804.23,2683.97,3538.57
Advait Energy,543230,ADVAIT,INE0ALI01010,Electrical Equipment,Other Electrical Equipment,2013.15,2203.00,65.95,51.37,38.14,8.31,0.34,-0.18,0.46,69.89,70.61,66.76,36.19,27.91,12.26,-119.33,95.25,52.79,0.04,0.68,89.99,30.67,0.00,20.48,0.81,30.70,26.25,7.95,-4.78,-7.55,6.27,0.68,0.04,228.20,179.27,775.37,13.89,82.99,211.03,156.87,13.82,17.39,10.17,17.67,-6.77,15.18,51.26,11.73,13.09,13.24,12.61,254.15,102.90,2182.34,1976.59,2149.73
Aether Industri.,543534,AETHER,INE0BWX01014,Chemicals & Petrochemicals,Specialty Chemicals,1587.40,21069.33,27.98,27.25,87.81,128.24,0.19,0.65,4.31,34.44,30.35,74.92,11.93,11.92,31.34,-480.93,457.94,17.73,10.49,7.42,21.23,9.86,0.00,52.27,0.92,49.83,28.83,8.61,159.97,226.26,17.92,5.55,-3.16,305.12,326.56,1230.56,62.75,20.35,318.78,280.10,31.47,64.48,53.96,55.06,-6.88,15.72,88.47,31.34,28.91,28.47,27.10,185.10,338.12,21521.61,1242.43,1546.99
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,3930.05,36675.39,-1.28,12.42,28.87,31.77,0.00,0.47,4.35,5.63,14.70,58.50,34.29,21.12,27.65,491.06,10.27,135.69,22.10,16.87,-3.44,20.99,0.00,20.85,0.76,54.77,31.66,4.56,193.29,146.83,54.92,-1.18,1.17,1266.27,1168.02,4548.94,301.11,6.64,1066.89,1047.76,26.36,292.95,277.48,393.27,0.03,502.55,30.82,28.54,26.91,25.99,28.64,859.98,1634.36,36461.80,4142.63,4393.54
Ajmera Realty,513349,AJMERA,INE298G01035,Realty,"Residential, Commercial Projects",113.25,2228.69,12.49,22.65,14.37,-41.17,0.51,0.44,0.51,43.14,16.39,68.56,10.59,14.28,27.09,39.86,711.22,7.85,0.82,0.95,36.25,12.89,0.02,8.88,0.51,33.85,24.70,1.62,590.73,672.39,3.83,0.93,0.00,431.13,316.97,1148.89,43.06,27.93,181.75,219.04,28.79,27.87,31.24,55.60,-1.18,843.34,22.15,27.39,31.26,28.22,24.84,71.06,316.25,2852.93,137.08,121.15
Algoquant Fin,505725,ALGOQUANT,INE598D01035,Finance,Other Financial Services,64.49,1812.81,263.08,42.88,40.51,-15.51,0.25,1.84,0.30,15.86,135.42,73.68,29.24,31.43,26.58,56.74,34.24,1.59,0.09,0.81,159.59,35.24,32.42,24.58,0.83,100.00,24.08,13.48,-57.29,-115.28,7.70,-4.81,0.01,77.28,77.87,258.84,16.52,136.18,52.40,51.29,33.67,5.99,6.34,15.88,7.77,30.47,76.27,22.10,20.85,21.89,26.92,4.79,64.73,1691.82,61.06,63.94
Ashapura Minech.,527001,ASHAPURMIN,INE348A01023,Minerals & Mining,Industrial Minerals,522.00,4986.49,4.99,19.22,12.20,-14.46,0.88,1.11,0.24,62.64,18.75,48.04,24.31,20.72,10.08,184.48,1443.74,42.59,0.40,19.22,41.95,18.84,0.00,8.70,0.56,76.90,14.52,3.00,24.84,27.39,4.86,2.13,0.26,1968.63,1616.12,5497.68,115.34,50.60,960.43,952.50,11.22,75.95,105.98,110.73,2.71,757.97,14.76,10.59,13.78,10.66,6.50,172.65,563.20,6100.90,624.13,614.15
Asian Hotels (N),500023,ASIANHOTNR,INE363A01022,Leisure Services,Hotels & Resorts,382.10,1629.03,73.87,10.44,121.30,21.84,0.36,1.53,4.52,6.76,115.61,0.00,2.96,3.52,12.63,-138.39,333.73,-55.01,1.97,2.58,10.07,4.87,0.00,33.55,0.90,88.78,27.69,1.78,-365.09,-839.73,0.52,2.58,1.84,102.91,77.63,348.42,-3.54,26.83,90.98,76.90,17.47,-56.47,-63.53,39.95,-50.69,1081.67,378.56,13.27,26.42,19.54,22.83,215.93,35.45,1778.58,314.04,331.21
Asian Hotels (W),533221,AHLWEST,INE915K01010,Leisure Services,Hotels & Resorts,506.30,589.91,76.73,9.44,6.53,,,3.12,0.18,8.19,85.99,72.11,33.14,19.66,44.49,159.68,839.24,61.08,0.57,0.00,7.82,17.87,0.00,6.39,0.67,100.00,27.69,,-413.21,-411.43,3.27,0.00,0.00,121.50,97.71,443.81,14.28,35.95,110.82,113.78,40.32,21.65,24.41,29.94,1.39,959.18,8.00,45.16,42.81,40.61,44.54,-11.54,164.92,1325.29,428.33,535.11
Aspinwall & Co,,ASPINWALL,INE991I01015,Transport Services,Logistics Solution Provider,252.85,197.71,78.59,25.76,16.65,-3.21,0.40,-1.66,-0.78,28.38,56.52,64.46,7.88,6.50,4.65,-20.30,79.46,20.12,0.00,0.00,12.30,7.38,0.00,10.09,0.84,46.89,27.34,0.98,80.61,72.86,3.09,0.00,0.00,130.30,113.18,440.33,-0.70,-21.44,113.66,83.19,0.96,7.62,2.80,6.01,0.00,16.73,15.98,4.42,5.79,5.49,7.01,256.96,20.44,264.98,243.98,249.53
Astra Microwave,532493,ASTRAMICRO,INE386C01029,Aerospace & Defense,Aerospace & Defense,1612.40,15308.92,-24.09,-11.55,80.95,50.77,0.22,2.00,2.01,4.02,16.28,6.54,17.12,20.28,28.51,304.12,287.66,19.91,16.09,10.74,12.55,19.25,0.00,43.41,0.82,47.32,83.76,11.63,266.62,272.83,5.93,7.71,6.23,488.24,176.66,1139.74,12.35,40.37,260.25,214.59,18.72,46.81,23.90,105.98,0.00,186.30,58.27,28.74,25.63,21.92,33.08,138.46,307.20,15343.73,1366.65,1680.10
AVT Natural Prod,519105,AVTNPL,INE488D01021,Agricultural Food & other Products,Other Agricultural Products,85.47,1301.71,156.60,82.16,15.55,21.50,0.20,0.18,-3.04,40.77,54.04,75.00,16.29,14.22,13.82,-11.39,113.61,5.50,0.02,0.03,7.00,14.33,0.00,10.79,0.88,47.91,15.76,2.32,167.14,169.94,12.24,-0.04,0.00,226.49,241.21,822.02,31.10,-5.11,194.01,160.31,16.56,17.37,13.29,22.02,0.00,37.00,20.33,12.56,13.09,15.99,15.76,36.73,116.36,1380.39,72.25,80.74
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,274.30,1962.92,140.08,26.96,23.16,-48.95,2.72,8.70,0.44,23.29,69.78,17.00,18.26,13.17,36.97,405.77,1501.18,11.86,38.51,26.92,39.91,11.75,0.00,4.94,0.43,97.38,18.64,3.54,-98.34,-85.88,1.46,,,410.14,424.92,1583.70,23.96,52.95,381.78,366.86,38.19,21.66,15.97,23.25,,692.84,62.23,36.81,33.70,32.82,36.99,77.22,275.25,3374.51,352.65,275.42
B.L.Kashyap,532719,BLKASHYAP,INE350H01032,Construction,Civil Construction,52.24,1177.72,-7.83,2.59,32.04,-20.92,0.57,73.98,-0.85,21.77,127.36,61.73,1.13,12.64,7.55,63.64,299.12,0.03,0.17,0.26,7.51,11.62,94.44,11.49,0.76,18.05,15.07,2.26,66.08,76.01,2.48,-0.17,0.17,363.71,345.12,1387.83,10.00,-37.89,323.87,355.13,8.28,11.83,-8.62,23.60,0.12,319.78,32.83,7.41,5.66,7.71,7.40,23.37,108.69,1433.45,55.25,55.03
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,11424.00,313935.90,45.93,65.14,26.58,29.40,0.58,0.25,1.26,36.91,55.23,55.01,60.99,28.24,19.82,1884.52,22713.15,420.80,13.42,9.01,19.94,29.94,0.01,18.83,0.92,35.38,35.54,8.24,22.22,-4.69,12.60,-4.66,3.86,17832.46,21688.83,71460.48,3225.63,21.12,16204.45,15734.74,20.88,2749.82,2122.03,3633.09,0.02,124.23,27.29,20.82,18.74,18.89,17.25,1389.35,16785.68,333577.16,10280.50,11401.83
Bajel Projects,544042,BAJEL,INE0KQN01018,Electrical Equipment,Heavy Electrical Equipment,169.70,1963.37,59.80,-6.71,72.73,-15.61,0.49,1.04,,2.11,109.15,62.53,18.93,10.96,3.43,-12.59,366.81,1.91,9.20,0.53,,11.25,2.55,18.16,0.75,33.41,34.64,2.65,22.76,23.94,1.64,,,1007.77,566.88,2750.82,4.73,,562.34,613.83,3.27,-0.42,3.60,14.14,,,108.57,3.97,2.90,,3.03,64.61,97.22,2146.97,184.45,185.84
Banka Bioloo,,BANKA,INE862Y01015,Construction,Civil Construction,78.11,85.38,-200.00,-5.30,134.20,-13.35,1.03,2.69,-3.58,7.74,107.16,52.02,7.22,5.06,11.74,-4.94,40.80,0.31,0.00,0.00,10.47,0.30,0.00,16.41,0.80,98.39,15.07,2.16,88.17,105.27,1.02,0.00,0.00,17.67,10.55,56.49,-0.01,-37.53,15.26,13.01,17.16,-0.13,-1.08,1.88,-3.10,16.71,29.01,9.23,-5.26,7.41,19.02,36.21,4.01,115.17,79.39,82.53
Beardsell,,BEARDSELL,INE520H01022,Industrial Products,Other Industrial Products,24.48,96.53,-22.07,9.96,8.94,-16.60,0.24,2.30,0.84,2.63,3.25,52.68,14.29,16.72,8.15,16.92,22.23,2.74,0.04,0.00,5.84,16.54,0.00,4.25,0.63,30.11,25.72,1.03,19.27,13.16,5.83,0.00,-0.02,71.78,72.20,281.58,2.26,10.59,66.59,71.01,5.90,2.10,2.05,4.38,-3.42,36.38,15.31,8.80,8.59,8.22,9.15,23.32,17.42,106.20,27.68,26.28
Bedmutha Indus.,533270,BEDMUTHA,INE844K01012,Industrial Products,Iron & Steel Products,104.00,335.55,309.70,74.32,20.08,-26.70,1.37,24.37,-1.02,51.93,45.64,57.09,16.19,13.99,3.91,59.85,207.91,5.18,0.00,0.00,28.78,15.50,94.99,6.12,0.70,10.14,21.24,2.21,23.77,38.64,1.40,0.00,0.00,435.63,541.43,1697.57,6.92,-19.67,356.84,363.67,3.28,-3.90,-0.93,14.63,0.04,251.40,19.24,4.04,3.20,3.25,5.34,47.04,60.45,521.93,117.27,109.43
Birla Cable,500060,BIRLACABLE,INE800A01015,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,378.10,1134.30,2190.30,51.12,24.59,132.45,0.47,-1.24,-1.18,28.14,628.86,66.35,9.50,8.93,9.79,-23.17,132.57,15.40,0.01,0.02,-0.90,7.91,6.28,14.39,0.92,26.82,51.89,4.05,75.85,77.32,6.65,-0.02,-0.20,214.10,266.64,861.32,30.69,-20.81,204.51,176.07,17.23,4.02,0.69,10.81,0.00,128.66,26.18,6.09,4.96,6.61,9.47,93.96,72.78,1263.57,203.49,275.32
California Soft.,532386,CALSOFT,INE526B01014,IT - Software,Computers - Software & Consulting,38.01,133.14,2105.26,327.74,9.10,153.37,0.04,-0.25,0.03,317.91,1800.00,62.26,25.81,42.02,81.73,-2.97,1.61,5.29,0.00,0.03,92.41,16.95,0.00,6.37,0.85,100.00,20.55,2.17,615.08,915.61,1959.00,0.03,0.00,14.03,6.63,24.74,4.19,264.23,2.54,1.54,85.07,1.01,0.23,9.20,26.53,6.79,51.11,75.74,28.99,62.01,90.02,17.48,19.59,128.73,21.16,29.14
Caplin Point Lab,524742,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,2588.00,19671.85,15.78,19.63,29.53,21.19,0.07,0.81,1.58,15.01,17.73,70.57,26.74,24.24,34.82,275.11,221.21,87.53,2.49,5.76,14.25,25.52,0.00,20.89,0.90,59.83,34.75,5.82,199.08,179.86,959.58,3.08,2.22,600.16,610.36,2287.33,176.91,18.64,542.77,534.04,34.97,165.86,160.23,170.11,-0.06,222.05,23.00,34.98,33.59,32.79,34.03,443.33,844.43,19272.02,2217.38,2566.16
Carraro India,544320,CARRARO,INE0V7W01012,Auto Components,Auto Components & Equipments,522.75,2971.93,7.51,10.42,21.77,18.58,0.27,1.02,0.51,26.42,56.21,68.77,21.62,28.25,9.13,99.22,154.93,22.89,16.10,2.91,9.72,22.79,0.00,12.46,0.78,25.56,29.89,5.18,37.87,27.57,10.76,,,602.93,540.17,2289.88,30.65,42.67,564.94,581.84,7.84,27.87,30.60,41.02,,188.33,30.14,9.52,9.27,7.54,10.31,101.21,200.15,3046.54,527.89,537.88
Ceinsys Tech,538734,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,678.55,1420.73,-2.18,0.76,10.66,-57.40,0.08,0.03,0.17,32.16,61.26,50.88,22.47,27.46,23.31,-7.63,56.74,68.75,0.24,10.05,44.39,25.31,12.44,6.46,0.39,72.93,20.55,2.13,135.12,127.13,25.16,10.05,0.24,170.71,157.79,661.89,30.95,63.33,169.94,163.45,24.39,38.87,25.74,37.17,-7.73,56.87,19.44,22.10,19.19,18.66,23.57,321.46,172.10,1185.87,975.88,791.76
Cords Cable,532941,CORDSCABLE,INE792I01017,Industrial Products,Cables - Electricals,361.35,467.16,101.55,9.53,19.01,111.29,0.51,2.10,0.45,15.12,56.86,52.45,17.17,17.73,6.13,33.19,103.25,19.01,0.59,1.29,21.93,16.45,0.00,7.99,0.91,15.93,25.90,2.33,39.73,40.61,2.28,0.61,0.59,266.90,247.20,975.41,7.80,41.92,235.61,225.70,6.10,4.92,3.58,8.28,0.68,83.43,16.17,6.11,6.22,6.79,6.03,156.04,58.73,544.52,210.99,258.39
Cummins India,500480,CUMMINSIND,INE298A01020,Industrial Products,"Compressors, Pumps & Diesel Engines",4919.00,136354.64,2.54,17.86,55.90,25.16,0.00,0.73,2.13,15.30,14.45,51.00,37.41,39.50,20.44,1486.89,36.51,85.40,19.06,21.19,16.04,36.83,0.00,39.43,0.80,33.48,42.95,16.02,52.54,48.97,233.97,6.82,-4.70,3011.18,3426.01,12662.38,609.30,26.30,3054.92,3170.27,17.98,486.06,622.33,624.80,0.00,376.09,42.15,21.37,20.02,18.86,21.33,305.74,3195.98,134017.08,4974.33,5292.60
Data Pattern,543428,DATAPATTNS,INE0IX101010,Aerospace & Defense,Aerospace & Defense,4459.25,24964.73,-13.49,16.81,92.36,77.73,0.00,0.30,3.55,33.81,25.98,42.41,21.15,21.92,39.65,8.09,5.27,47.86,11.98,12.50,26.81,20.87,0.00,62.50,0.89,78.87,83.76,14.32,357.23,331.51,29.87,7.18,0.87,344.85,116.03,941.47,22.06,26.05,173.13,307.46,27.04,58.30,49.19,138.38,0.00,2.49,71.78,40.44,38.82,40.57,55.92,310.08,374.62,24876.17,3841.44,4535.08
Dhampur Sugar,500119,DHAMPURSUG,INE041A01016,Agricultural Food & other Products,Sugar,156.60,1007.01,609.41,5.98,14.38,19.56,0.75,3.72,-0.55,1.27,36.47,49.86,8.65,6.43,9.09,213.87,899.15,10.93,1.14,1.95,-7.17,7.87,0.00,9.33,0.78,17.06,15.53,0.85,14.28,20.23,2.90,-4.50,0.69,490.65,552.62,1998.64,6.03,-26.27,451.18,504.19,5.66,26.54,-7.82,45.64,0.77,743.88,11.70,8.81,8.67,11.56,17.33,186.20,141.58,1893.20,145.96,161.12
Dharmaj Crop,543687,DHARMAJ,INE00OQ01016,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,269.75,911.72,16.75,4.55,15.14,-18.96,0.29,0.51,0.55,8.61,14.90,70.40,13.95,16.76,9.27,1.37,131.91,17.80,0.50,3.13,29.47,14.43,0.00,8.96,0.78,25.95,20.78,2.04,56.27,58.09,5.75,-1.89,0.50,233.78,384.10,1154.68,38.05,27.74,189.54,347.26,14.92,0.77,17.35,3.99,0.00,52.41,18.09,8.98,7.89,8.91,4.55,132.88,96.48,1037.21,264.96,268.21
Dhunseri Invest.,533336,DHUNINV,INE320L01011,Finance,Non Banking Financial Company (NBFC),1000.00,609.72,151.38,39.82,6.43,-29.69,0.35,2.94,-0.11,-12.41,9.03,74.95,3.24,3.24,-11.80,-588.45,951.82,161.01,0.04,0.10,14.51,4.61,0.00,5.07,0.64,57.21,20.14,0.22,126.66,95.37,6.02,0.01,-0.01,53.21,258.95,447.93,133.18,-60.54,69.58,66.19,45.39,-1.18,-33.06,-4.97,0.00,364.58,5.83,-19.95,10.65,9.54,-149.90,4497.92,258.71,1442.30,1014.11,963.01
Diamond Power,522163,DIACABS,INE989C01038,Electrical Equipment,Other Electrical Equipment,387.60,23181.25,197.81,132.98,124.96,133.09,,-0.09,1.65,96.48,396.76,74.04,10.96,24.20,9.96,-63.88,2459.59,3.45,10.94,4.56,401.03,24.20,0.00,103.66,1.00,15.19,26.25,,68.14,45.39,7.48,3.79,-55.71,714.62,707.31,2348.19,57.09,75.89,480.95,445.31,9.57,46.00,25.19,57.21,62.63,367.46,153.69,10.06,6.00,8.24,9.12,-11.66,213.61,25594.81,220.96,312.57
EFC (I),512008,EFCIL,INE886D01026,Commercial Services & Supplies,Diversified Commercial Services,181.20,2680.76,58.91,28.80,10.41,-40.31,1.74,0.24,0.04,42.05,60.33,56.08,31.83,19.85,44.46,87.93,1405.92,18.80,8.88,1.26,115.76,20.02,0.00,7.78,0.55,91.26,18.64,3.30,8.05,37.52,7.26,-3.31,8.88,292.88,282.88,1099.94,69.00,276.46,269.59,254.59,43.47,62.42,56.72,69.40,-9.28,323.78,34.21,45.17,49.89,,49.02,54.58,399.19,3998.39,214.90,192.06
Eldeco Housing,523329,ELDEHSG,INE668G01021,Realty,"Residential, Commercial Projects",797.00,783.69,382.75,71.04,21.62,-2.91,0.39,4.29,-1.19,38.86,117.78,54.83,5.07,7.72,24.25,103.89,154.18,36.88,0.62,0.82,8.56,9.01,0.00,12.36,0.75,61.57,24.70,1.97,533.68,719.50,18.80,0.80,0.51,60.11,49.07,185.31,15.11,-18.21,43.08,33.05,35.52,13.67,2.63,4.85,0.00,2.57,21.24,18.63,19.41,30.87,10.93,406.41,53.77,676.64,814.86,790.93
Elgi Equipments,522074,ELGIEQUIP,INE285A01027,Industrial Products,"Compressors, Pumps & Diesel Engines",615.60,19508.93,27.00,22.56,42.07,32.94,0.24,1.05,3.87,15.94,27.86,31.19,22.88,22.07,14.76,348.10,533.10,14.13,10.12,21.90,9.12,22.09,0.88,26.21,0.94,50.22,42.95,8.77,41.94,32.97,26.79,-7.43,5.25,1112.60,1062.20,4146.20,108.71,10.87,1003.40,968.00,14.62,95.20,121.40,128.00,0.00,576.79,50.75,14.76,15.07,14.39,15.52,70.43,645.60,19324.03,558.44,605.30
Energy Devl.Co.,532219,ENERGYDEV,INE306C01019,Power,Power Generation,15.03,71.38,-209.70,-38.39,297.48,-24.84,35.16,-109.21,-9.23,16.65,101.26,58.14,-2.07,14.27,55.47,26.13,137.48,-0.78,0.00,0.00,7.30,7.07,0.00,7.41,0.51,100.00,21.41,18.26,-700.56,-797.42,1.61,0.00,0.00,4.17,6.34,42.31,-1.81,-32.24,11.14,20.66,33.28,1.30,10.57,-9.82,0.00,158.49,15.12,59.50,49.18,60.85,-4.32,0.82,16.44,186.53,17.30,16.20
FDC,531599,FDC,INE258B01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,350.20,5701.61,9.17,2.97,18.54,-26.81,0.01,0.71,1.53,3.40,14.43,69.65,21.38,15.35,15.32,40.41,15.47,17.97,6.31,1.40,6.77,16.54,0.00,11.94,0.66,68.00,34.75,2.30,41.31,42.22,89.24,-0.66,-2.82,584.79,667.69,2190.22,132.49,12.15,464.71,473.03,21.42,28.30,28.37,103.40,0.16,28.32,25.64,15.94,15.41,15.89,18.19,152.64,414.98,5667.08,388.92,366.57
Focus Lighting,,FOCUS,INE593W01028,Consumer Durables,Consumer Electronics,61.00,411.42,81.94,12.87,67.12,-35.11,0.16,4.10,-1.74,13.18,-54.49,55.42,6.68,6.55,10.53,1.64,19.07,0.95,0.00,0.03,3.54,13.30,0.00,19.89,0.62,44.50,38.24,3.37,106.53,132.92,6.10,0.03,0.00,57.93,46.05,185.36,2.82,-38.56,36.30,45.08,13.36,-0.62,1.61,2.59,-1.38,2.95,47.78,9.69,12.43,13.03,11.89,18.03,11.34,429.83,77.55,70.00
Gandhar Oil Ref.,544029,GANDHAR,INE717W01049,Petroleum Products,Lubricants,266.95,2612.86,633.09,91.81,8.70,85.65,0.23,0.93,-0.81,32.78,299.64,66.60,10.95,13.33,9.30,127.77,315.07,30.79,1.02,1.27,1.31,15.19,0.00,5.78,0.88,21.39,11.32,1.97,77.52,71.10,11.13,,,1093.37,1731.93,5052.27,192.29,-10.78,1167.06,1059.91,16.24,34.33,39.77,40.68,,219.99,14.97,5.59,4.53,6.33,5.81,138.17,453.24,2796.24,188.06,238.55
Ganesh Benzopl.,500153,GANESHBE,INE388A01029,Oil,Oil Storage & Transportation,125.95,906.70,-6.54,22.88,13.84,40.78,0.12,1.08,2.12,13.31,-21.88,39.01,13.76,14.60,21.11,14.97,75.80,10.11,0.98,1.12,-0.73,16.68,0.00,7.73,0.92,70.31,67.60,1.48,14.57,13.26,16.91,-1.80,0.98,111.47,117.50,433.30,17.58,6.52,105.33,99.00,22.98,16.15,23.76,15.29,-3.79,61.97,17.39,22.74,28.93,21.87,18.44,84.87,92.51,903.01,102.75,116.85
Garuda Cons,544271,GARUDA,INE0JVO01026,Construction,Civil Construction,176.30,1640.32,48.38,40.12,12.05,-11.99,0.03,0.33,0.27,84.38,96.75,67.56,30.24,41.81,31.61,40.22,12.04,14.63,0.23,2.63,48.92,40.36,0.00,8.78,0.71,91.44,15.07,3.64,219.60,279.16,66.66,,,149.05,175.38,580.94,41.56,44.28,140.05,116.46,32.01,32.97,27.14,34.42,,0.19,20.90,30.88,29.53,31.63,32.19,48.83,185.32,1629.53,175.45,178.67
Gaudium IVF,544709,GAUDIUMIVF,INE0P8B01020,Healthcare Services,Healthcare Service Provider,116.45,847.55,-42.02,9.12,36.59,,0.16,0.30,1.67,47.57,28.02,71.29,42.11,29.28,32.96,5.11,24.57,3.51,2.22,3.01,33.12,40.83,0.00,23.67,0.71,67.65,37.02,5.59,90.87,39.89,10.07,,,30.35,19.38,105.97,1.78,21.90,24.51,31.73,12.54,3.63,9.38,8.36,,11.54,35.10,36.13,40.84,39.44,40.10,20.92,34.02,863.33,106.75,121.84
